country_iso3,year,gdp
ECU,2022,116586079000
ECU,2023,118844826000
EGY,1965,4948667540.41066
EGY,1966,5278005611.914526
EGY,1967,5605484298.982751
EGY,1968,5932242990.654205
EGY,1969,6524455205.811138
EGY,1970,8042200452.147701
EGY,1971,8609283346.085182
EGY,1972,9299638055.842812
EGY,1973,10098534613.441132
EGY,1974,9228963224.600042
EGY,1975,11632178868.91714
EGY,1976,13315988083.416088
EGY,1977,14400806875.986668
EGY,1978,14811704063.068527
EGY,1979,18020571428.57143
EGY,1980,21669908176.38889
EGY,1981,22136081081.08108
EGY,1982,27655172413.793102
EGY,1983,30966239813.736904
EGY,1984,33971188991.614704
EGY,1985,39053502251.07319
EGY,1986,41253507951.35641
EGY,1987,40455616653.574234
EGY,1988,34980124929.01761
EGY,1989,39756299049.97935
EGY,1990,42978914311.35038
EGY,1991,37387836490.52842
EGY,1992,41855986519.42346
EGY,1993,46578631452.58103
EGY,1994,51897983392.64532
EGY,1995,60159245060.45414
EGY,1996,67629716981.13208
EGY,1997,78436578171.09145
EGY,1998,84828807556.08029
EGY,1999,90710704806.84164
EGY,2000,99838543960.07632
EGY,2001,96684636118.5984
EGY,2002,85146067415.73033
EGY,2003,80288461538.46153
EGY,2004,78782467532.46753
EGY,2005,89600665557.40433
EGY,2006,107426086956.52174
EGY,2007,130437828371.27846
EGY,2008,162818181818.18182
EGY,2009,189147005444.64612
EGY,2010,218983666061.706
EGY,2011,235989672977.6248
EGY,2012,279116666666.6667
EGY,2013,288434108527.1318
EGY,2014,305595408895.26544
EGY,2015,329366576819.407
EGY,2016,332441717791.411
EGY,2017,248362771739.13043
EGY,2018,262588632526.73044
EGY,2019,318678815489.74945
EGY,2020,383817841547.0992
EGY,2021,424671765455.7043
EGY,2022,476747720364.7416
EGY,2023,395926075163.0058
SLV,1965,877720000
SLV,1966,929520000
SLV,1967,976200000
SLV,1968,1009760100
SLV,1969,1049400000
SLV,1970,1132920000
SLV,1971,1186120000
SLV,1972,1263720000
SLV,1973,1442320000
SLV,1974,1665880000
SLV,1975,1884120100
SLV,1976,2328280100
SLV,1977,2941640100
SLV,1978,3127960000
SLV,1979,3463639900
SLV,1980,3573959900
SLV,1981,3437200200
SLV,1982,3399189100
SLV,1983,3506347800
SLV,1984,3661683400
SLV,1985,3800368600
SLV,1986,3771663200
SLV,1987,3958045800
SLV,1988,4189880000
SLV,1989,4372215300
SLV,1990,4817542204
SLV,1991,5252342400
SLV,1992,5813399300
SLV,1993,6680269200
SLV,1994,7679384000
SLV,1995,8921947100
SLV,1996,9586327800
SLV,1997,10221705900
SLV,1998,10936669900
SLV,1999,11284197000
SLV,2000,11784927700
SLV,2001,12282533600
SLV,2002,12664190300
SLV,2003,13243892200
SLV,2004,13724810900
SLV,2005,14698000000
SLV,2006,15999890000
SLV,2007,17011750000
SLV,2008,17986890000
SLV,2009,17601620000
SLV,2010,18447920000
SLV,2011,20283780000
SLV,2012,21386150000
SLV,2013,21990960000
SLV,2014,22593470000
SLV,2015,23438240000
SLV,2016,24191430000
SLV,2017,24979190000
SLV,2018,26020850000
SLV,2019,26881140000
SLV,2020,24921190000
SLV,2021,29043140000
SLV,2022,31988920000
SLV,2023,34015620000.000004
GNQ,1962,9122751.453183454
GNQ,1963,10840095.12836493
GNQ,1964,12712471.396021094
GNQ,1965,64748333.333333336
GNQ,1966,69110000.00000001
GNQ,1967,72317446.93271928
GNQ,1968,67514285.71428572
GNQ,1969,67225714.28571428
GNQ,1970,66331428.571428575
GNQ,1971,64946954.756798
GNQ,1972,65429198.23870797
GNQ,1973,81203226.91383454
GNQ,1974,94159862.70736907
GNQ,1975,104295643.38843696
GNQ,1976,103653049.9379699
GNQ,1977,103987520.0758274
GNQ,1980,50642880.77375034
GNQ,1981,36731422.84569138
GNQ,1982,44294647.73347897
GNQ,1983,44442456.947639965
GNQ,1984,50320914.4065688
GNQ,1985,62118569.96544805
GNQ,1986,76407395.87275417
GNQ,1987,93345859.52973002
GNQ,1988,100534656.8817321
GNQ,1989,88265974.86104898
GNQ,1990,112119411.48996468
GNQ,1991,110906028.53686224
GNQ,1992,134707183.84662017
GNQ,1993,136047906.24540824
GNQ,1994,100807002.54019465
GNQ,1995,141853360.86785537
GNQ,1996,232463022.8029608
GNQ,1997,442337870.6943698
GNQ,1998,370687634.42571217
GNQ,1999,621117885.6685027
GNQ,2000,1045998496.4387156
GNQ,2001,1461139022.0295386
GNQ,2002,1806742742.2731116
GNQ,2003,2484745935.093289
GNQ,2004,4410764338.667325
GNQ,2005,8217369092.652238
GNQ,2006,10086528698.86043
GNQ,2007,13071718758.737305
GNQ,2008,19749893536.32036
GNQ,2009,15027795173.218706
GNQ,2010,16314443436.290297
GNQ,2011,21357343668.944725
GNQ,2012,22388344143.913067
GNQ,2013,21948834283.785564
GNQ,2014,21765453081.9826
GNQ,2015,13185496881.0174
GNQ,2016,11240808847.887815
GNQ,2017,12200913878.98272
GNQ,2018,13097012133.615946
GNQ,2019,11364133549.747766
GNQ,2020,9893816007.7398
GNQ,2021,12215878032.716583
GNQ,2022,13486788878.97569
GNQ,2023,12116922539.411173
ERI,1992,477101651.6483756
ERI,1993,467872714.7556032
ERI,1994,531688311.6883117
ERI,1995,578015625
ERI,1996,693535954.1900672
ERI,1997,686490090.1401408
ERI,1998,745523116.9000521
ERI,1999,688918537.1155552
ERI,2000,706370815.5844156
ERI,2001,752371688.7431858
ERI,2002,729321680.1543237
ERI,2003,870248267.550163
ERI,2004,1109054005.43971
ERI,2005,1098424685.6616938
ERI,2006,1211161879.6747968
ERI,2007,1317974491.0569105
ERI,2008,1380188800
ERI,2009,1856695551.219512
ERI,2010,1589515447.1544716
ERI,2011,2065001626.01626
EST,1993,4013091682.2914
EST,1994,4123011419.741738
EST,1995,4502970889.063729
EST,1996,4786018988.16491
EST,1997,5154420649.233543
EST,1998,5674080542.885749
EST,1999,5756912265.758092
EST,2000,5686579747.535244
EST,2001,6254649538.984872
EST,2002,7367975887.727229
EST,2003,9874013098.464315
EST,2004,12145911801.242235
EST,2005,14106790200.223852
EST,2006,17022870405.218918
EST,2007,22449129482.617023
EST,2008,24341678628.97319
EST,2009,19633031397.610447
EST,2010,19523477325.623463
EST,2011,23213994093.463085
EST,2012,23019150071.18673
EST,2013,25115753366.111443
EST,2014,26634083965.09873
EST,2015,22890762090.15077
EST,2016,24072829276.77438
EST,2017,26924385103.06593
EST,2018,30624720196.228996
EST,2019,31290453293.545048
EST,2020,31330419851.148724
EST,2021,36864792511.63506
EST,2022,37921480881.542946
EST,2023,40744848827.95366
SWZ,1960,35076845.96926162
SWZ,1961,43026042.789582886
SWZ,1962,45927961.62881535
SWZ,1963,54129438.34822466
SWZ,1964,64980554.0077784
SWZ,1965,70279971.88801125
SWZ,1966,76859969.2560123
SWZ,1967,74759970.09601197
SWZ,1968,79799968.08001277
SWZ,1969,105419957.83201689
SWZ,1970,112139955.14401796
SWZ,1971,136462080.73913231
SWZ,1972,146736479.23509708
SWZ,1973,221915127.5507631
SWZ,1974,264320940.9590023
SWZ,1975,288299788.50803506
SWZ,1976,272550068.13751704
SWZ,1977,304060076.01501894
SWZ,1978,340630085.15752125
SWZ,1979,412093133.7609883
SWZ,1980,541976852.5770575
SWZ,1981,570774824.830585
SWZ,1982,537568059.4133813
SWZ,1983,555336145.7678844
SWZ,1984,494483408.8784683
SWZ,1985,360079419.385958
SWZ,1986,449140318.3850379
SWZ,1987,584126092.258819
SWZ,1988,692026454.7378719
SWZ,1989,696921542.3782647
SWZ,1990,1114694040.6698666
SWZ,1991,1156135717.9459786
SWZ,1992,1284759927.5459378
SWZ,1993,1357189551.6843128
SWZ,1994,1419294254.4183023
SWZ,1995,1698989463.9910562
SWZ,1996,1602741833.705521
SWZ,1997,1716714070.1247103
SWZ,1998,1576908856.346743
SWZ,1999,1547888495.9842763
SWZ,2000,1738093840.3660724
SWZ,2001,1542477308.8940773
SWZ,2002,1432221739.1234226
SWZ,2003,2197598466.254465
SWZ,2004,2770082791.504118
SWZ,2005,3178112498.6791058
SWZ,2006,3291330019.172866
SWZ,2007,3469381231.4904904
SWZ,2008,3294084314.1505804
SWZ,2009,3580428052.8139267
SWZ,2010,4438765085.9378395
SWZ,2011,4820478680.183751
SWZ,2012,4886551483.93374
SWZ,2013,4597552981.567378
SWZ,2014,4422986271.747672
SWZ,2015,4063245671.2928457
SWZ,2016,3816019193.1656113
SWZ,2017,4402969225.921647
SWZ,2018,4666598024.184108
SWZ,2019,4495267265.76464
SWZ,2020,3982236693.831596
SWZ,2021,4850842540.992672
SWZ,2022,4790922788.708641
SWZ,2023,4597855845.042758
ETH,1960,1610511693.785427
ETH,1961,1680859514.1196513
ETH,1962,1747566307.1363308
ETH,1963,1825058827.965582
ETH,1964,1984129185.465532
ETH,1965,2159998591.191316
ETH,1966,2324466416.1145964
ETH,1967,2461762002.757752
ETH,1968,2619948864.8650637
ETH,1969,2768987371.887748
ETH,1970,3045354454.77066
ETH,1971,3224280834.8707476
ETH,1972,3520252938.3216524
ETH,1973,4070570549.892972
ETH,1974,4577209966.332702
ETH,1975,4577047854.287097
ETH,1976,4943806093.463962
ETH,1977,5651840584.6490345
ETH,1978,6014961434.802609
ETH,1979,6586048398.128117
ETH,1980,7012585454.122029
ETH,1981,7507663566.429711
ETH,1982,7899988840.677295
ETH,1983,8781664426.870241
ETH,1984,8298309580.509033
ETH,1985,9717392686.732803
ETH,1986,10094328897.858795
ETH,1987,10790001557.867151
ETH,1988,11181119717.64575
ETH,1989,11762932007.237007
ETH,1990,12478943894.931547
ETH,1991,13799799323.6715
ETH,1992,10754799036.574486
ETH,1993,9051043870.121964
ETH,1994,7100806753.929418
ETH,1995,7855205206.934051
ETH,1996,8761215548.486143
ETH,1997,8803539988.332483
ETH,1998,8013274131.697146
ETH,1999,7892973531.800449
ETH,2000,8242349617.863803
ETH,2001,8231326016.47494
ETH,2002,7850809498.168027
ETH,2003,8623691300.040789
ETH,2004,10131187261.442078
ETH,2005,12401139453.973831
ETH,2006,15280861834.602404
ETH,2007,19707616772.799637
ETH,2008,27066912635.222847
ETH,2009,32437389116.03801
ETH,2010,29933790334.34179
ETH,2011,31952763089.330025
ETH,2012,43310721414.08288
ETH,2013,47648276605.012314
ETH,2014,55612228233.51786
ETH,2015,64589328550.5953
ETH,2016,74296745207.87209
ETH,2017,81770886825.60477
ETH,2018,84269196625.8784
ETH,2019,95912607722.3032
ETH,2020,107657734392.44585
ETH,2021,111261882958.4261
ETH,2022,126772703047.70145
ETH,2023,163697927593.98236
NA,1960,251547935974.24075
NA,1961,280001211512.6055
NA,1962,309682844045.60406
NA,1963,340867415041.0412
NA,1964,377688784742.4579
NA,1965,412852327100.6801
NA,1966,446696785788.4755
NA,1967,474740436968.7293
NA,1968,510444782330.28107
NA,1969,570281638775.0869
NA,1970,645797489611.4719
NA,1971,731954124032.6422
NA,1972,884219495454.5337
NA,1973,1147887891986.7122
NA,1974,1301780020040.8477
NA,1975,1509429668218.7249
NA,1976,1575250806532.18
NA,1977,1791799412675.2231
NA,1978,2194147266452.8376
NA,1979,2657918872119.103
NA,1980,2976836154321.7363
NA,1981,2587111663021.848
NA,1982,2504826677675.291
NA,1983,2443641157282.629
NA,1984,2343942476961.566
NA,1985,2408039726596.137
NA,1986,3379544973186.511
NA,1987,4180009789415.674
NA,1988,4597153410901.026
NA,1989,4695807002305.462
NA,1990,5909782092743.88
NA,1991,6130268732320.047
NA,1992,6751656853901.455
NA,1993,6180929627354.025
NA,1994,6528765017707.341
NA,1995,7538490214319.51
NA,1996,7628743159352.412
NA,1997,6976433292194.283
NA,1998,7175152570560.736
NA,1999,7139949534351.677
NA,2000,6517629739562.016
NA,2001,6619382603491.188
NA,2002,7226691597174.83
NA,2003,8897545940283.213
NA,2004,10202235327777.074
NA,2005,10568560016101.418
NA,2006,11233646616679.615
NA,2007,12938432027569.564
NA,2008,14226784155767.783
NA,2009,13000703039470.14
NA,2010,12700582110966.242
NA,2011,13700831614329.535
NA,2012,12695678622498.623
NA,2013,13255654454944.72
NA,2014,13570070381398.836
NA,2015,11727106023830.516
NA,2016,12025904489799.793
NA,2017,12736901061169.951
NA,2018,13761117139592.867
NA,2019,13481146122147.145
NA,2020,13155164142399.123
NA,2021,14754625131073.305
NA,2022,14224347000135.576
NA,2023,15544858680873.797
NA,1960,426443191069.5014
NA,1961,469280003585.545
NA,1962,513219975664.4196
NA,1963,561276303595.3011
NA,1964,620340951902.0304
NA,1965,676460952680.4772
NA,1966,731651662103.5645
NA,1967,777412833292.3712
NA,1968,818984557494.7081
NA,1969,908300581591.6248
NA,1970,1020817804365.8518
NA,1971,1152009134804.2324
NA,1972,1381535065716.952
NA,1973,1757663865739.861
NA,1974,1986456065661.5352
NA,1975,2320724910516.46
NA,1976,2412984174057.9146
NA,1977,2729066352656.907
NA,1978,3345784139074.541
NA,1979,4079020913342.2246
NA,1980,4611623534358.833
NA,1981,4108150871076.715
NA,1982,3960025757324.446
NA,1983,3840328209015.849
NA,1984,3691045688253.733
NA,1985,3819244965644.856
NA,1986,5207726640026.545
NA,1987,6431399546947.681
NA,1988,7159610197781.093
NA,1989,7254765277401.909
NA,1990,8868968946763.85
NA,1991,9137898920510.602
NA,1992,9788830737692.738
NA,1993,9000999813897.168
NA,1994,9411954540738.09
NA,1995,10868921758424.832
NA,1996,11093788613775.72
NA,1997,10521843390122.396
NA,1998,10794474235063.81
NA,1999,10676207695862.748
NA,2000,10065925069173.893
NA,2001,10168292808350.965
NA,2002,11134331409101.707
NA,2003,13534598831552.178
NA,2004,15775505005718.842
NA,2005,16780903793743.838
NA,2006,18167737736908.113
NA,2007,21227702064340.84
NA,2008,23363341474912.223
NA,2009,20545109873740.81
NA,2010,21016513112950.816
NA,2011,23305973325589.785
NA,2012,22453705241187.86
NA,2013,23454990403618.117
NA,2014,23784373303750.188
NA,2015,20481460301210.54
NA,2016,20408605606979.316
NA,2017,21652842504644.61
NA,2018,23188735732226.203
NA,2019,22908223277507.38
NA,2020,22156549343244.92
NA,2021,25331394418403.785
NA,2022,25389267749915.992
NA,2023,27240628835585.28
NA,1988,985742836447.476
NA,1989,957406797905.5968
NA,1990,1016696527904.2732
NA,1991,998575587092.4482
NA,1992,925302955135.0814
NA,1993,922190800146.8064
NA,1994,834356408944.4598
NA,1995,923817586373.6392
NA,1996,950432338921.8972
NA,1997,980301520759.2386
NA,1998,947639106110.632
NA,1999,821600621769.225
NA,2000,894544257579.7662
NA,2001,909540184630.0416
NA,2002,1022700571400.7284
NA,2003,1258197590827.0078
NA,2004,1628013567626.735
NA,2005,2039292026212.7085
NA,2006,2466363795862.121
NA,2007,3172404499923.275
NA,2008,3926836234821.6113
NA,2009,3113738044750.0796
NA,2010,3657869416963.521
NA,2011,4450219264234.293
NA,2012,4646863189589.231
NA,2013,4915748484819.645
NA,2014,4644397266377.622
NA,2015,3627947465522.1343
NA,2016,3486198200219.9785
NA,2017,3909728235465.926
NA,2018,4077637180273.379
NA,2019,4159709661061.9336
NA,2020,3900798423599.7695
NA,2021,4623633114358.754
NA,2022,5220065561112.424
NA,2023,5466276097557.084
NA,1987,231719774992.0475
NA,1988,255834060621.47043
NA,1989,289097626779.4978
NA,1990,346940936294.6886
NA,1991,333725379317.1366
NA,1992,323228048625.08167
NA,1993,342532323683.7235
NA,1994,273360968932.8171
NA,1995,306497135631.63214
NA,1996,324891746056.1261
NA,1997,344755415289.8801
NA,1998,419693866241.01794
NA,1999,382648784206.4728
NA,2000,390254644017.59686
NA,2001,334433492950.2106
NA,2002,389028550190.813
NA,2003,495996118252.84045
NA,2004,639128690749.53
NA,2005,796047189589.7754
NA,2006,925984007321.0376
NA,2007,1165481350733.462
NA,2008,1395064178011.7087
NA,2009,1163141205236.0854
NA,2010,1377629393492.266
NA,2011,1566799086233.3994
NA,2012,1652506728905.0164
NA,2013,1802285899175.5
NA,2014,1729714204725.0544
NA,2015,1507646946545.9275
NA,2016,1447395306947.5278
NA,2017,1485108260761.974
NA,2018,1459981302399.6614
NA,2019,1488770219744.964
NA,2020,1428327223229.5327
NA,2021,1659440839146.6958
NA,2022,1803038234535.201
NA,2023,2098349713814.253
NA,1960,285073053085.9551
NA,1961,316870410350.5016
NA,1962,350221814291.119
NA,1963,384821620915.0568
NA,1964,426857747595.7693
NA,1965,467082505496.4781
NA,1966,505703862438.4022
NA,1967,538499760817.85925
NA,1968,577998463968.4854
NA,1969,645042628143.752
NA,1970,729230210211.2767
NA,1971,824288432698.7732
NA,1972,994401350599.7462
NA,1973,1286732424384.3198
NA,1974,1456741990415.933
NA,1975,1696431872317.995
NA,1976,1777203100260.2798
NA,1977,2012781495101.9692
NA,1978,2451545641660.1973
NA,1979,2962558958496.7188
NA,1980,3314876480855.1655
NA,1981,2893850859545.1084
NA,1982,2792072843193.838
NA,1983,2714737320293.103
NA,1984,2615737658425.7446
NA,1985,2690005731428.4644
NA,1986,3755825284547.248
NA,1987,4642293245437.36
NA,1988,5096307310101.018
NA,1989,5205659077752.17
NA,1990,6509870874516.407
NA,1991,6733632573117.18
NA,1992,7392186357757.624
NA,1993,6751222891775.616
NA,1994,7155503335744.4
NA,1995,8296091250458.225
NA,1996,8431591142243.404
NA,1997,7733843716226.577
NA,1998,7969880727935.9795
NA,1999,7925844560641.681
NA,2000,7276390686987.554
NA,2001,7393611976746.923
NA,2002,8083519738170.341
NA,2003,9932134719712.14
NA,2004,11418900282600.477
NA,2005,11910069053861.59
NA,2006,12712635655986.71
NA,2007,14727520908988.871
NA,2008,16295391110313.398
NA,2009,14762842568792.768
NA,2010,14556122142376.72
NA,2011,15765158666571.166
NA,2012,14641634844097.45
NA,2013,15294853937310.535
NA,2014,15651372745918.604
NA,2015,13553897260141.035
NA,2016,13888833465037.94
NA,2017,14765880176508.232
NA,2018,15981445869808.93
NA,2019,15694050310523.12
NA,2020,15381418584246.09
NA,2021,17315127119106.46
NA,2022,16761496590765.22
NA,2023,18349388450765.61
FRO,1965,57954522.42172592
FRO,1966,64397131.08464574
FRO,1967,66225403.55880685
FRO,1968,65186666.666666664
FRO,1969,70106666.66666667
FRO,1970,84933333.33333333
FRO,1971,99219082.85379916
FRO,1972,119335897.8152019
FRO,1973,161236465.82362178
FRO,1974,196771070.8953387
FRO,1975,227404436.01367873
FRO,1976,270470345.4493571
FRO,1977,347798304.6352674
FRO,1978,397833034.8845117
FRO,1979,448568492.65856147
FRO,1980,493014300.00521654
FRO,1981,456244919.0109115
FRO,1982,444047495.3200994
FRO,1983,486605127.7026814
FRO,1984,426008864.6921691
FRO,1985,459307281.19533515
FRO,1986,688914288.8782983
FRO,1987,886508622.3343158
FRO,1988,968576956.9302646
FRO,1989,871935350.3849087
FRO,1990,960805408.9498718
FRO,1991,909253214.8260804
FRO,1992,912670413.3258826
FRO,1993,760957189.7576457
FRO,1994,758739178.6121707
FRO,1995,901404709.830684
FRO,1996,989536914.6590806
FRO,1997,933763083.395627
FRO,1998,1104744235.3011053
FRO,1999,1127684827.356857
FRO,2000,1067109530.6479754
FRO,2001,1160268212.0729074
FRO,2002,1275093689.2710743
FRO,2003,1501941580.8890333
FRO,2004,1724770770.833928
FRO,2005,1759739599.2269354
FRO,2006,2017680834.8991673
FRO,2007,2339015313.295128
FRO,2008,2489873249.6281476
FRO,2009,2296065170.0555153
FRO,2010,2331796784.3600945
FRO,2011,2505740669.270395
FRO,2012,2427200388.918314
FRO,2013,2690110520.9254756
FRO,2014,2914012679.272769
FRO,2015,2573905971.054594
FRO,2016,2813278868.782085
FRO,2017,2980057377.879666
FRO,2018,3188600927.4668827
FRO,2019,3266432734.22819
FRO,2020,3262045883.372933
FRO,2021,3655063937.931448
FRO,2022,3555929833.050505
FJI,1960,112328422.113084
FJI,1961,116987784.91373882
FJI,1962,122906434.95781387
FJI,1963,129454728.62359904
FJI,1964,140032741.46832892
FJI,1965,147084750.0314822
FJI,1966,150603925.51585305
FJI,1967,162625885.8634838
FJI,1968,166952937.13500515
FJI,1969,182182067.70356816
FJI,1970,219878482.17356417
FJI,1971,247749327.7212674
FJI,1972,316656648.69895685
FJI,1973,425950487.5198936
FJI,1974,558587097.3828332
FJI,1975,684282434.3610952
FJI,1976,694540806.3806442
FJI,1977,719501765.7830485
FJI,1978,829267889.4293734
FJI,1979,1019691460.1737616
FJI,1980,1202618816.2085173
FJI,1981,1235626770.5092397
FJI,1982,1194059943.224777
FJI,1983,1123085190.065092
FJI,1984,1178000677.9992924
FJI,1985,1141168943.976615
FJI,1986,1290267339.650056
FJI,1987,1177947965.1214206
FJI,1988,1110009522.7574325
FJI,1989,1182660265.766352
FJI,1990,1337017559.4972816
FJI,1991,1383883249.5910022
FJI,1992,1532411039.0547917
FJI,1993,1636101246.9394045
FJI,1994,1825732092.5467432
FJI,1995,1970301486.205614
FJI,1996,2128696643.625739
FJI,1997,2090221137.0287633
FJI,1998,1653146716.5823526
FJI,1999,1936459986.0379517
FJI,2000,1678219507.898291
FJI,2001,1652462023.4621494
FJI,2002,1833279985.367415
FJI,2003,2300492465.322761
FJI,2004,2708078476.630121
FJI,2005,2980403844.7209597
FJI,2006,3076305452.8650646
FJI,2007,3378314599.764019
FJI,2008,3523185919.558261
FJI,2009,2870624635.6803193
FJI,2010,3140166712.796239
FJI,2011,3779411899.374834
FJI,2012,3972028104.473284
FJI,2013,4189967998.514236
FJI,2014,4857104768.868437
FJI,2015,4682479893.975582
FJI,2016,4930213644.366533
FJI,2017,5353469174.478379
FJI,2018,5581425327.443973
FJI,2019,5444407198.134784
FJI,2020,4432466219.876845
FJI,2021,4305031649.741891
FJI,2022,4979979531.272499
FJI,2023,5494797540.733647
FIN,1960,5279011362.127209
FIN,1961,5983900493.16006
FIN,1962,6407225035.044293
FIN,1963,6958296429.351692
FIN,1964,7848288358.27266
FIN,1965,8679620316.855669
FIN,1966,9305312888.267729
FIN,1967,9467428626.115274
FIN,1968,8915770472.976006
FIN,1969,10176617905.440475
FIN,1970,11357516987.542467
FIN,1971,12527405512.92981
FIN,1972,14743186119.873816
FIN,1973,19472363466.62517
FIN,1974,24848821490.467937
FIN,1975,29472623242.282204
FIN,1976,31849513771.34944
FIN,1977,33499799321.233585
FIN,1978,36256160288.80866
FIN,1979,44465255686.154785
FIN,1980,53645202422.696846
FIN,1981,52448332874.06999
FIN,1982,52797582336.252625
FIN,1983,50973526900.085396
FIN,1984,52888800949.74278
FIN,1985,55875863392.17191
FIN,1986,73531550551.25499
FIN,1987,91594751792.2359
FIN,1988,109058990760.48328
FIN,1989,119012054870.44478
FIN,1990,141438345513.91696
FIN,1991,127773856785.76678
FIN,1992,112532519246.08444
FIN,1993,89214114708.0254
FIN,1994,103299943084.80363
FIN,1995,134189814814.8148
FIN,1996,132129174216.92986
FIN,1997,126912152101.70656
FIN,1998,134038718291.05472
FIN,1999,135264083658.68756
FIN,2000,126019543413.3336
FIN,2001,129533107311.8112
FIN,2002,140404460203.1375
FIN,2003,171652458349.4114
FIN,2004,197479443979.1511
FIN,2005,204885494686.38123
FIN,2006,217089269791.7644
FIN,2007,256378067752.15768
FIN,2008,285716311136.7187
FIN,2009,253497520828.51544
FIN,2010,249424310816.6671
FIN,2011,275604356167.31573
FIN,2012,258290060227.73444
FIN,2013,271362405890.589
FIN,2014,274862826772.15588
FIN,2015,234534382384.7655
FIN,2016,240771351298.83328
FIN,2017,255647979916.47104
FIN,2018,275708001767.84296
FIN,2019,268514916972.54855
FIN,2020,271886077382.10193
FIN,2021,296470417085.26654
FIN,2022,281887430795.72095
FIN,2023,300187202696.08374
NA,1960,30738244854.870117
NA,1961,32690862791.45981
NA,1962,35607386321.41197
NA,1963,38028727377.08354
NA,1964,38274770246.30661
NA,1965,40813674761.99807
NA,1966,43238591720.6296
NA,1967,44174621789.539566
NA,1968,48568838756.48911
NA,1969,53610325877.971664
NA,1970,65401455198.12852
NA,1971,66561388561.5775
NA,1972,77479654097.06978
NA,1973,95510532409.23598
NA,1974,146900682075.83844
NA,1975,161513557226.356
NA,1976,195304501831.50537
NA,1977,213278349713.39807
NA,1978,231356882179.07983
NA,1979,297569999135.35
NA,1980,382755054625.33093
NA,1981,512808130778.4705
NA,1982,487187691901.7528
NA,1983,421776651429.2117
NA,1984,382295044281.80835
NA,1985,389797449491.5676
NA,1986,357218736728.34863
NA,1987,359768873805.4594
NA,1988,389154194377.4249
NA,1989,382426616750.5502
NA,1990,550431826024.048
NA,1991,386525300417.9943
NA,1992,345171861552.7484
NA,1993,351215280928.5724
NA,1994,353240292006.1537
NA,1995,431762560996.37195
NA,1996,466440871846.8599
NA,1997,522326775784.8459
NA,1998,536100031620.824
NA,1999,400171162201.28033
NA,2000,468035986782.2404
NA,2001,458017480633.7693
NA,2002,446928936249.04126
NA,2003,470617921462.8467
NA,2004,596965322028.1152
NA,2005,755160909781.5892
NA,2006,945955284127.61
NA,2007,1159333496786.8708
NA,2008,1481946186150.486
NA,2009,1342728724357.1533
NA,2010,1593981100293.4824
NA,2011,1664321553843.8586
NA,2012,1861813804786.7688
NA,2013,1935544489353.464
NA,2014,2053788945066.257
NA,2015,1617323277101.4702
NA,2016,1490633651211.6812
NA,2017,1549712150984.0945
NA,2018,1735183810120.2507
NA,2019,1842154935322.1775
NA,2020,1690930063237.8928
NA,2021,1796274437015.5234
NA,2022,1950006457159.6636
NA,2023,1906801170087.862
FRA,1960,62225478000.88224
FRA,1961,67461644222.03518
FRA,1962,75607529809.92879
FRA,1963,84759195105.86928
FRA,1964,94007851047.36778
FRA,1965,101537248148.42683
FRA,1966,110045852177.92784
FRA,1967,118972977486.2066
FRA,1968,129785441507.45567
FRA,1969,141903068680.3094
FRA,1970,148456359985.82733
FRA,1971,165966615366.40228
FRA,1972,203494148244.47333
FRA,1973,264429876252.2098
FRA,1974,285553737043.09875
FRA,1975,360832186018.05115
FRA,1976,372319038514.0672
FRA,1977,410279486493.7149
FRA,1978,506709302325.5814
FRA,1979,613953129818.0697
FRA,1980,701288419745.4207
FRA,1981,615552202776.1013
FRA,1982,584877732308.6136
FRA,1983,559869179791.7205
FRA,1984,530683779929.4453
FRA,1985,553138414367.0609
FRA,1986,771470783218.1078
FRA,1987,934173305685.9108
FRA,1988,1018847043277.172
FRA,1989,1025211803413.5308
FRA,1990,1269179616913.625
FRA,1991,1269276828275.782
FRA,1992,1401465923172.243
FRA,1993,1322815612694.0005
FRA,1994,1393982750472.5898
FRA,1995,1601094756209.7517
FRA,1996,1605675086549.5576
FRA,1997,1452884917959.0918
FRA,1998,1503108739159.4397
FRA,1999,1493151737698.459
FRA,2000,1365639660792.1597
FRA,2001,1377657339291.3403
FRA,2002,1501409382971.3752
FRA,2003,1844544792036.859
FRA,2004,2119633181634.3684
FRA,2005,2196945232435.7969
FRA,2006,2320536221304.7026
FRA,2007,2660591246211.7734
FRA,2008,2930303780828.1245
FRA,2009,2700887366932.0293
FRA,2010,2645187882116.672
FRA,2011,2865157541994.169
FRA,2012,2683671716967.188
FRA,2013,2811876903329.0273
FRA,2014,2855964488590.186
FRA,2015,2439188643162.4985
FRA,2016,2472964344587.1655
FRA,2017,2595151045197.6514
FRA,2018,2790956878746.665
FRA,2019,2728870246705.878
FRA,2020,2647418691598.4507
FRA,2021,2959355819170.495
FRA,2022,2779092236505.847
FRA,2023,3030904089607.8965
PYF,1965,176534588.40305242
PYF,1966,215659453.55093855
PYF,1967,220984367.6265805
PYF,1968,259590074.52793404
PYF,1969,242943783.14273617
PYF,1970,254036000.75258705
PYF,1971,296865513.7468174
PYF,1972,326433558.07607865
PYF,1973,431252938.0610457
PYF,1974,555340842.8603107
PYF,1975,690323388.5299066
PYF,1976,732288906.2739544
PYF,1977,793196378.708826
PYF,1978,1005569835.3966368
PYF,1979,1215032463.6733649
